CODE_ISIN,CODE_LANGUE
FR001400JOE3,FR
FR0012333219,FR
FR0010058529,FR
LU0469266505,FR
FR0011387299,FR
LU0469268469,FR
FR0013085024,FR
FR0007061379,FR
FR0010829697,FR
FR0013251816,FR
LU0658026942,FR
FR0013222403,FR
FR0010158048,FR
FR0010863688,FR
FR0011637115,FR
FR0012951101,FR
FR0011153014,FR
FR0000438905,FR
FR0012817567,FR
FR0010028704,FR
FR0013430576,FR
FR0000448953,FR
FR0013300910,FR
FR0000974149,FR
LU1883335322,FR
LU1781541252,FR
LU1437017350,FR
IE000QQ8Z0D8,FR
IE0006IP4XZ8,FR
LU0568620990,FR
FR0010286013,FR
FR0011199371,FR
FR0010611293,FR
FR001400I103,FR
LU1536921650,FR
FR0000979155,FR
LU0658026603,FR
FR0000978371,FR
LU1157401305,FR
LU0251661756,FR
LU0164100710,FR
LU1876459212,FR
FR0000288946,FR
LU0132414144,FR
IE00B8J38129,FR
LU0119133188,FR
LU0568615057,FR
LU0518421895,FR
LU0616241476,FR
LU0119099819,FR
LU0201576401,FR
LU0119110723,FR
LU0319688015,FR
LU0800597873,FR
LU0292585626,FR
LU0266009793,FR
LU0292585030,FR
XS2604959093,EN
XS2604959176,EN
FR001400KAV4,EN
LU2597550263,EN
LU2578823499,EN
FR001400IQ71,EN
FR2CIBFS0870,EN
FR001400GXY8,EN
FR001400L404,EN
XS2637658423,EN
FR2CIBFS2801,EN
XS2699519315,EN
XS2699552951,EN
XS2521294483,EN
FR1CIBFS9690,EN
XS2699553090,EN
FR001400FM37,EN
FR001400CPO4,EN
FR001400J0O5,EN
FR001400A1J2,EN
FRSG000141K8,EN
XS2659669779,EN
XS2523669203,EN
FR001400IZ88,EN
FR001400JI96,EN
FR001400L8R7,EN
FR0010541813,FR
FR0011299379,FR
LU1426148711,FR
LU0177592218,FR
LU0110060430,FR
FR0010116343,FR
FR0007009139,FR
FR0010032326,FR
LU0171289571,FR
FR0007079512,FR
FR0010250068,FR
FR0007076930,FR
FR0010249847,FR
FR0007085691,FR
FR0010097642,FR
LU1102959951,FR
LU1103303167,FR
FR0011845650,FR
FR0010487512,FR
LU0069450822,FR
LU0303816705,FR
LU0053685029,FR
LU1160356009,FR
FR0010541821,FR
LU0360500044,FR
LU0972618812,FR
LU0740858492,FR
LU0289473059,FR
LU0318933057,FR
LU1435385593,FR
FR0010527275,FR
FR0010312660,FR
FR0010306142,FR
LU0336084032,FR
FR0010626291,FR
FR0007390174,FR
LU0401809073,FR
FR0007050190,FR
FR0010557967,FR
FR0010687053,FR
FR001400K661,FR
FR0011360700,FR
LU1160365091,FR
FR0010537423,FR
FR0010434019,FR
FR0010564245,FR
BE0947764743,FR
FR0010823666,FR
IE00B84TCG88,FR
FR0011276617,FR
LU0757360457,FR
FR0011167402,FR
LU1046235062,FR
LU1046234768,FR
FR0010286021,FR
FR0000424319,FR
FR0010996629,FR
FR0010546929,FR
FR0010546903,FR
FR0010172437,FR
FR0000979221,FR
FR0012219848,FR
FR0007061882,FR
FR0013183316,FR
LU0197230542,FR
LU0049112450,FR
LU0099574567,FR
FR0010241240,FR
FR0000971293,FR
LU0117898204,FR
LU0210531637,FR
LU0129412937,FR
LU0070212591,FR
FR0010830240,FR
LU0832436512,FR
FR0010591362,FR
FR0010245514,FR
FR0010261198,FR
FR0010361683,FR
FR0010296061,FR
FR001400KUY6,FR
FR0007078811,FR
LU0147918923,FR
LU0064675639,FR
LU0445386369,FR
FR0010380675,FR
FR0010187898,FR
FR0010807107,FR
FR0011659937,FR
FR0010283838,FR
LU1100077442,FR
LU1100076808,FR
FR0011034818,FR
FR0010560037,FR
LU0147396450,FR
FR0007078589,FR
LU0294221253,FR
FR0010547067,FR
FR0000930455,FR
FR0012219871,FR
FR0010657122,FR
LU1329694266,FR
FR0010753608,FR
LU0489687243,FR
FR0010554303,FR
LU0225737302,FR
FR0010109165,FR
LU1900068161,FR
LU1900068914,FR
LU1829218749,FR
LU1834986900,FR
LU1834988278,FR
LU1812092168,FR
FR0013277571,FR
FR0012144590,FR
FR0013183290,FR
FR0013183308,FR
FR0000447864,FR
FR0010011171,FR
FR0010541813,EN
FR0011299379,EN
LU1426148711,EN
LU0177592218,EN
LU0110060430,EN
FR0010116343,EN
FR0007009139,EN
FR0010032326,EN
LU0171289571,EN
FR0007079512,EN
FR0010250068,EN
FR0007076930,EN
FR0010249847,EN
FR0007085691,EN
FR0010097642,EN
LU1102959951,EN
LU1103303167,EN
FR0011845650,EN
FR0010487512,EN
LU0069450822,EN
LU0303816705,EN
LU0053685029,EN
LU1160356009,EN
FR0010541821,EN
LU0360500044,EN
LU0972618812,EN
LU0740858492,EN
LU0289473059,EN
LU0318933057,EN
LU1435385593,EN
FR0010527275,EN
FR0010312660,EN
FR0010306142,EN
LU0336084032,EN
FR0010626291,EN
FR0007390174,EN
LU0401809073,EN
FR0007050190,EN
FR0010557967,EN
FR0010687053,EN
FR001400K661,EN
FR0011360700,EN
LU1160365091,EN
FR0010537423,EN
FR0010434019,EN
FR0010564245,EN
BE0947764743,EN
FR0010823666,EN
IE00B84TCG88,EN
FR0011276617,EN
LU0757360457,EN
FR0011167402,EN
LU1046235062,EN
LU1046234768,EN
FR0010286021,EN
FR0000424319,EN
FR0010996629,EN
FR0010546929,EN
FR0010546903,EN
FR0010172437,EN
FR0000979221,EN
FR0012219848,EN
FR0007061882,EN
FR0013183316,EN
LU0197230542,EN
LU0049112450,EN
LU0099574567,EN
FR0010241240,EN
FR0000971293,EN
LU0117898204,EN
LU0210531637,EN
LU0129412937,EN
LU0070212591,EN
FR0010830240,EN
LU0832436512,EN
FR0010591362,EN
FR0010245514,EN
FR0010261198,EN
FR0010361683,EN
FR0010296061,EN
FR001400KUY6,EN
FR0007078811,EN
LU0147918923,EN
LU0064675639,EN
LU0445386369,EN
FR0010380675,EN
FR0010187898,EN
FR0010807107,EN
FR0011659937,EN
FR0010283838,EN
LU1100077442,EN
LU1100076808,EN
FR0011034818,EN
FR0010560037,EN
LU0147396450,EN
FR0007078589,EN
LU0294221253,EN
FR0010547067,EN
FR0000930455,EN
FR0012219871,EN
FR0010657122,EN
LU1329694266,EN
FR0010753608,EN
LU0489687243,EN
FR0010554303,EN
LU0225737302,EN
FR0010109165,EN
LU1900068161,EN
LU1900068914,EN
LU1829218749,EN
LU1834986900,EN
LU1834988278,EN
LU1812092168,EN
FR0013277571,EN
FR0012144590,EN
FR0013183290,EN
FR0013183308,EN
FR0000447864,EN
FR0010011171,EN
FR0007018239,EN
FR0010981175,EN
FR0013139292,EN
FR0013072097,EN
FR0007018239,FR
FR0010981175,FR
FR0013139292,FR
FR0013072097,FR
FR0010286765,FR
FR0010283853,FR
FR0011192285,FR
FR0007065289,FR
FR0000443343,FR
LU0252652382,FR
LU0376989207,FR
LU0552029232,FR
LU0552029406,FR
LU0216734045,FR
DE0009769869,FR
FR0000423147,FR
FR0010278408,FR
LU0169527297,FR
IE00B19Z9Z06,FR
IE00B19ZB094,FR
LU0187079347,FR
LU0254836850,FR
FR0010397125,FR
FR0010929869,FR
FR0010285874,FR
FR0010284521,FR
FR0010407247,FR
LU0128522157,FR
FR0010316182,FR
FR0007468830,FR
FR0011099712,FR
FR0012223535,FR
FR0011674738,FR
FR0010145185,FR
LU0260869739,FR
FR0011443225,FR
FR0010755660,FR
FR0010551689,FR
FR0010551705,FR
FR0010551457,FR
FR0010551697,FR
FR0010551424,FR
LU1882445569,FR
LU0281483569,FR
FR0011047513,FR
FR0010278416,FR
FR0011360684,FR
LU0557861274,FR
LU0194346564,FR
LU0800572702,FR
FR0010286765,EN
FR0010283853,EN
FR0011192285,EN
FR0007065289,EN
FR0000443343,EN
LU0252652382,EN
LU0376989207,EN
LU0552029232,EN
LU0552029406,EN
LU0216734045,EN
DE0009769869,EN
FR0000423147,EN
FR0010278408,EN
LU0169527297,EN
IE00B19Z9Z06,EN
IE00B19ZB094,EN
LU0187079347,EN
LU0254836850,EN
FR0010397125,EN
FR0010929869,EN
FR0010285874,EN
FR0010284521,EN
FR0010407247,EN
LU0128522157,EN
FR0010316182,EN
FR0007468830,EN
FR0011099712,EN
FR0012223535,EN
FR0011674738,EN
FR0010145185,EN
LU0260869739,EN
FR0011443225,EN
FR0010755660,EN
FR0010551689,EN
FR0010551705,EN
FR0010551457,EN
FR0010551697,EN
FR0010551424,EN
LU1882445569,EN
LU0281483569,EN
FR0011047513,EN
FR0010278416,EN
FR0011360684,EN
LU0557861274,EN
LU0194346564,EN
LU0800572702,EN
FR0010321802,IT
FR0000292278,IT
FR0013473568,IT
FR001400LRT0,IT
IE00BK017F69,IT
LU0235308482,IT
LU0278453476,IT
LU0063729296,IT
LU0319688791,IT
LU1161527038,IT
FR0010697482,IT
FR0013030061,IT
LU1103207525,IT
LU0238205289,IT
LU0251130802,IT
LU0107852195,IT
LU0194732953,IT
LU0210533500,IT
LU0289470113,IT
LU0853555463,IT
LU0853555380,IT
FR0010750877,IT
LU1137258932,IT
LU0538387076,IT
LU1023727867,IT
LU0979137147,IT
LU1115951946,IT
LU1023728758,IT
LU0132601682,IT
FR0000003196,IT
IE00BYV1RN13,IT
LU0075938133,IT
BE0943877671,IT
IE00B11XZ988,IT
IE00B4LXFK01,IT
LU0106258311,IT
LU0152980495,IT
FR0010460493,IT
LU0122614208,IT
LU0569862351,IT
FR0007076971,IT
LU0224105477,IT
LU0212925753,IT
LU0122379950,IT
LU0171310443,IT
LU1733247230,IT
LU0562822386,IT
LU0278466700,IT
LU0072462426,IT
LU0217402501,IT
FR0011550185,IT
LU1664648208,IT
LU1291102447,IT
IE00B4Z6HC18,IT
LU0132412106,IT
LU0011963245,IT
LU0476876759,IT
LU0498184596,IT
LU0011963674,IT
LU0396314238,IT
FR0010321810,IT
LU0572586591,IT
LU0256839274,IT
LU0857590862,IT
FR0000017329,IT
LU0236501697,IT
FR0010188383,IT
LU0945155991,IT
LU0119085271,IT
LU0319685854,IT
LU0568607203,IT
LU0347592197,IT
LU0557858130,IT
LU0389811372,IT
LU0442407853,IT
LU0433182416,IT
LU0565135745,IT
LU0390717543,IT
LU0568583008,IT
LU0568583933,IT
LU0557866588,IT
LU0201575346,IT
LU0755949848,IT
FR0013123809,IT
FR0010267476,IT
LU0184627536,IT
LU0316218527,IT
LU0072462186,IT
FR0010174144,IT
LU0238690555,IT
LU0171301533,IT
LU0124384867,IT
LU0171307068,IT
LU0589470326,IT
LU0171289902,IT
LU0255977455,IT
FR0010668145,IT
LU1279613951,IT
FR0013073731,IT
LU0272941971,IT
LU1073905967,IT
LU1295552621,IT
FR0010149120,IT
FR0010149179,IT
LU0318931192,IT
IE0004766675,IT
FR0010097667,IT
LU1291158233,IT
FR0010836163,IT
FR0010917658,IT
LU0108459040,IT
FR0007054358,IT
FR0010058008,IT
LU1481483334,IT
LU0641745681,IT
LU0284396016,IT
FR0011645621,IT
FR0000444275,IT
LU0357130854,IT
FR0010859769,IT
FR0010321828,IT
LU0332315638,IT
LU1244893696,IT
FR0013219243,IT
LU0992632538,IT
LU1102960371,IT
FR0013197605,IT
FR0013210887,IT
FR0010177998,IT
LU0690375182,IT
LU0238202427,IT
LU0251127410,IT
LU0261946445,IT
LU0594300179,IT
FR0000008674,IT
LU0922334643,IT
LU0261948227,IT
LU0261947096,IT
GB0033874214,IT
LU0260870158,IT
LU0122613655,IT
LU0251131958,IT
LU0261950470,IT
LU0048167497,IT
LU0231490524,IT
LU0566486402,IT
FR0011443233,IT
FR0011443001,IT
LU0070992663,IT
LU0572952280,IT
LU0046217351,IT
LU0127786431,IT
LU1093756242,IT
LU0503253931,IT
LU0119750205,IT
LU0028118809,IT
IE00B6R52143,IT
IE00B6R52036,IT
IE00B5BMR087,IT
LU0244270301,IT
LU0095938881,IT
LU0522352946,IT
LU0210529144,IT
LU0208853274,IT
LU0117841949,IT
LU0210527015,IT
LU0880062913,IT
LU0260085492,IT
FR0010320366,IT
IE00BYN5TY60,IT
FR0010315770,IT
FR0000448987,IT
IE00BKVBJH15,IT
LU0411704413,IT
FR0010156604,IT
LU1434526460,IT
FR0013515970,IT
FR0014008207,IT
FR0010148981,IT
FR0010147603,IT
FR0010135103,IT
LU0099161993,IT
FR0010032573,IT
FR0007450002,IT
LU1248400076,IT
FR0000984254,IT
FR0012300374,IT
LU1989765471,IT
FR0010097683,IT
XS2277927872,IT
LU2698960866,IT
LU0380865021,IT
FR0010016477,IT
LU1907595398,IT
LU0284394235,IT
LU0641745921,IT
LU1769942407,IT
LU0273164847,IT
LU0507265923,IT
FR0010491803,IT
FR0013488244,IT
FR0014008W63,IT
LU2038611765,IT
FR001400IPS2,IT
FR001400JGG4,IT
FR001400JGB5,IT
FR0011034495,IT
FR001400LZQ9,IT
IE00BLP5S460,IT
IE00BD1DJ122,IT
LU0204988207,IT
FR0010341800,IT
LU0090689299,IT
LU0104884860,IT
LU0217139020,IT
FR0007050570,IT
FR0011640986,IT
FR0000295230,IT
FR0007045737,IT
LU0510167009,IT
LU0226953718,IT
LU0320896664,IT
LU0244354667,IT
LU0935229400,IT
GB00B0119933,IT
FR0010431015,IT
FR0010259994,IT
FR0010260000,IT
FR0000988503,IT
FR0013076452,IT
FR0010349977,IT
LU0229940001,IT
LU0094040077,IT
LU0122613903,IT
FR0007075494,IT
FR0010588343,IT
LU0723564463,IT
FR0012881043,IT
LU0073503921,IT
FR0010411884,IT
IE00BFZPF546,IT
IE00B4L5Y983,IT
FR0011169341,IT
FR0013259231,IT
FR0013323730,IT
FR0010242461,IT
FR0011037894,IT
FR0010458190,IT
FR001400K5L7,IT
LU1391858039,IT
LU1391857908,IT
LU0115773425,IT
LU1892829315,IT
LU0945775517,IT
LU0594300096,IT
FR001400IF09,IT
FRSG000143P3,IT
XS2699598434,IT
IE00BHZRR147,IT
FR0010657601,IT
LU0260870661,IT
LU0294221097,IT
LU0109391861,IT
FR0010626796,IT
IE00B56X5F76,IT
LU1472581609,IT
FR0013531365,IT
FR0013531357,IT
FR0010902726,IT
LU0912261624,IT
LU0708055370,IT
LU0165128348,IT
FR001400I4I0,IT
LU1832174962,IT
LU1073919679,IT
LU0243956348,IT
LU0243957239,IT
LU0432616737,IT
IE00BHZPJ569,IT
IE00BHZPJ783,IT
IE00BQT3WG13,IT
IE00BGL86Z12,IT
IE00BHZPJ015,IT
IE00BYZK4776,IT
IE00BYZK4669,IT
IE00BG0J4C88,IT
IE00BP3QZ601,IT
IE00B52VJ196,IT
IE00BFNM3G45,IT
IE00BFNM3B99,IT
IE00B6SPMN59,IT
LU2061939646,IT
LU0256064774,IT
LU0740858229,IT
LU0432979960,IT
FR0000980427,IT
FR0013439478,IT
FR0013439817,IT
FR0013439403,IT
FR0010858498,IT
GB00BKGR3H21,IT
LU1012219207,IT
FR0013418688,IT
IE00BF0M6N54,IT
IE00BFXR5W90,IT
FR0050000977,IT
IE00B19Z6F94,IT
LU1792117340,IT
LU1792117696,IT
LU1769088581,IT
LU1691909508,IT
LU1841613463,IT
FR0011882364,IT
LU0533032008,IT
LU1834988781,IT
LU0533033667,IT
FR0013346681,IT
LU1190418134,IT
LU0539466150,IT
IE00B61N8946,IT
LU0812607454,IT
LU0985424349,IT
IE00B8V74V41,IT
FR0014009BP1,IT
FR0011351626,IT
GB0030932676,IT
GB00B1H05155,IT
LU0914729966,IT
LU1623119218,IT
LU0552643339,IT
LU1911611140,IT
FR0010400762,IT
FR0013083680,IT
LU0568620560,IT
LU0568621618,IT
LU0161687693,IT
LU1391858385,IT
LU1506378568,IT
LU1391857817,IT
LU0979136255,IT
LU1391858112,IT
LU1391859516,IT
LU0844168194,IT
LU0859660069,IT
LU0512092221,IT
LU0694238766,IT
LU0073233958,IT
LU0073232471,IT
LU1781541179,IT
IE00B3MB7B14,IT
LU2564068026,IT
FR0014000881,IT
LU1951202693,IT
LU1335435464,IT
LU2169557654,IT
FR0010678359,IT
FR0011563535,IT
IE00BVYJ5W68,IT
IE00B12VW672,IT
FR0000970972,IT
LU0393798565,IT
IE00BYXVX196,IT
IE0005TS9CE1,IT
IE000LP4A034,IT
IE00BZ0GCL74,IT
IE0002RD3216,IT
IE000MDAH467,IT
IE000EPMENA8,IT
IE0004AVHXI6,IT
IE000UVHNVP4,IT
IE000CBHEUM2,IT
FR0010734491,IT
FR0007064134,IT
FR0000980989,IT
FR001400C7W0,IT
FR0010574434,IT
FR0011170182,IT
FR0000945180,IT
FR0010564351,IT
FR0011381227,IT
FR0000011074,IT
LU0256840447,IT
GB0003501581,IT
IE00B9DCSJ09,IT
FR001400LDG7,IT
FR001400LDC6,IT
FR001400IOS5,IT
FR001400IPV6,IT
FR001400M1Y7,IT
FR001400M113,IT
XS2517243346,IT
XS2678870556,IT
XS2593761658,IT
LU0128494944,IT
LU0280430405,IT
LU0503631557,IT
LU0128498267,IT
IE00B84J9L26,IT
IE00B11XZB05,IT
IE00B11XZ103,IT
LU2261172451,IT
FR0014005AW7,IT
FR0011349901,IT
FR0011243393,IT
FR0010897199,IT
FR0010786350,IT
FR0000098006,IT
FR0010912915,IT
FR0012300739,IT
FR0010906305,IT
LU1396459957,IT
FR001400IBK9,IT
XS2516343196,IT
FR2CIBFS1837,IT
LU0209860427,IT
LU1811861431,IT
LU0203975437,IT
LU0474363974,IT
LU0434928536,IT
FR0010237503,IT
LU1100077103,IT
LU1100076550,IT
FR0011261197,IT
FR2CIBFS1589,IT
FR0010505578,IT
LU2080993616,IT
IE00B7KFL990,IT
FR0050000829,IT
FR0050000837,IT
FR0013381035,IT
FR0050000100,IT
FR0050000423,IT
FR0050000688,IT
FR00140009Z9,IT
FR0013535481,IT
FR0013535390,IT
FR0013535523,IT
FR0013535549,IT
FR0014000QG7,IT
FR0000000085,IT
FR0050000431,IT
FR0050000449,IT
FR0050000456,IT
FR0011362094,IT
FR001400HZX3,IT
FR0011584416,IT
FR0007040373,IT
LU1882445643,IT
LU1622150198,IT
LU1883868819,IT
LU1883303635,IT
LU1880401523,IT
LU1894683009,IT
FR0013329828,IT
FR0010173237,IT
LU0482270153,IT
LU0162658883,IT
FR0011445436,IT
LU1530899142,IT
LU1683285164,IT
LU1694789451,IT
LU0284395638,IT
LU1907594748,IT
LU1881477472,IT
BE6297703751,IT
FR0013406691,IT
LU1819480192,IT
LU1331971769,IT
LU1345484874,IT
LU1303741661,IT
IE00BFY85L07,IT
FR0013291879,IT
LU1902443420,IT
LU1074970481,IT
LU0432979614,IT
LU0292454872,IT
FR0013268356,IT
IE00BC9S3Z47,IT
LU0812608262,IT
LU1536788638,IT
LU1670710075,IT
LU1670722161,IT
LU1670711040,IT
LU1582988058,IT
LU1670724373,IT
LU0914733059,IT
LU1670725347,IT
LU1278756934,IT
LU1648217575,IT
LU1693821826,IT
LU1958314913,IT
LU2108470142,IT
LU1648219605,IT
LU0149084633,IT
LU1648217229,IT
FR0011600410,IT
LU0935227537,IT
IE00BF2F6G53,IT
LU0823421689,IT
LU0503631714,IT
LU0366534344,IT
LU0270904781,IT
LU0366536984,IT
LU0340559557,IT
IE00B3QDMK77,IT
LU1396459015,IT
LU1183791794,IT
LU1301026388,IT
LU0503634221,IT
LU1991167542,IT
FR001400JVR0,IT
FR001400JN81,IT
LU0068578508,IT
FR0000003964,IT
IE00B7452L46,IT
LU0548153104,IT
LU0170475312,IT
IE0003821877,IT
LU2147879543,IT
FR001400LRS2,IT
FR0007072160,IT
XS2516343279,IT
XS2630626989,IT
LU0569862609,IT
IE00BZ2GV965,IT
IE00B53H0131,IT
FR001400FS23,IT
IE00BYWQWR46,IT
IE00BG47K971,IT
IE00BK5BR626,IT
IE00BGYWT403,IT
FR0010289827,IT
FR0010078279,IT
FR0007371810,IT
FR0013299047,IT
FR0007465083,IT
FR0013379054,IT
FR0013522927,IT
FR001400IGX1,IT
FR001400IGZ6,IT
LU1612360716,IT
LU1074026086,IT
IE00BHBFD143,IT
IE00BJGWQN72,IT
LU0292109187,IT
LU0290357929,IT
LU1303940784,IT
FR0000423527,IT
LU0171305526,IT
LU0172157280,IT
LU0122376428,IT
FR0010027623,IT
FR0010298596,IT
LU0266117414,IT
IE0004307934,IT
LU0147944259,IT
LU0935231216,IT
IE00B44F1J46,IT
FR0000299356,IT
FR0000292302,IT
FR0011537653,IT
FR0000990095,IT
IE00B441G979,IT
LU0908500753,IT
FR0010429068,IT
FR0011363423,IT
LU1829221024,IT
FR0010361279,IT
FR0010194464,IT
FR0010540906,IT
FR0010541086,IT
FR0010541094,IT
FR0010233270,IT
FR0010541193,IT
FR0010540831,IT
FR0011482074,IT
FR0010540856,IT
FR0010241281,IT
FR0010501684,IT
FR0010541284,IT
FR0011443886,IT
FR0010541425,IT
FR0010148346,IT
FR0007051040,IT
FR001400JLJ8,IT
FR001400JOE3,IT
FR001400LSR2,IT
FR0012333219,IT
FR0010058529,IT
LU0469266505,IT
FR0011387299,IT
LU0469268469,IT
FR0013085024,IT
FR0007061379,IT
FR0010829697,IT
FR0013251816,IT
LU0658026942,IT
FR0013222403,IT
FR0010158048,IT
FR0010863688,IT
FR0011637115,IT
FR0012951101,IT
FR0011153014,IT
FR0000438905,IT
FR0012817567,IT
FR0010028704,IT
FR0013430576,IT
FR0000448953,IT
FR0013300910,IT
FR0000974149,IT
LU1992133188,IT
LU1883335322,IT
FR0010230474,IT
LU1781541252,IT
LU1437017350,IT
IE000QQ8Z0D8,IT
IE0006IP4XZ8,IT
LU0568620990,IT
FR0010286013,IT
FR0011199371,IT
FR0010611293,IT
FR001400I103,IT
FR001400KNC7,IT
FR001400KNK0,IT
FR001400LGI6,IT
LU1536921650,IT
FR0000979155,IT
LU0658026603,IT
FR0000978371,IT
LU1157401305,IT
LU0251661756,IT
LU0164100710,IT
LU1876459212,IT
FR0000288946,IT
IE00BGGJJB67,IT
LU0132414144,IT
IE00B8J38129,IT
LU0119133188,IT
LU0568615057,IT
LU0518421895,IT
LU0616241476,IT
LU0119099819,IT
LU0201576401,IT
LU0119110723,IT
LU0319688015,IT
LU0800597873,IT
LU0292585626,IT
LU0266009793,IT
LU0292585030,IT
LU1733247230,FR
LU1291102447,FR
LU1769942407,FR
IE00BFNM3G45,FR
IE00BFNM3B99,FR
IE00B6SPMN59,FR
IE00BFXR5W90,FR
LU0393798565,FR
IE0005TS9CE1,FR
IE000LP4A034,FR
IE0002RD3216,FR
IE000MDAH467,FR
IE000EPMENA8,FR
IE0004AVHXI6,FR
IE000UVHNVP4,FR
IE000CBHEUM2,FR
FR001400LDG7,FR
FR001400LDC6,FR
LU1396459957,FR
IE0003821877,FR
IE00B53H0131,FR
IE00BK5BR626,FR
IE00BGYWT403,FR
LU0290357929,FR
FR001400LSR2,FR
FR001400KNC7,FR
FR001400KNK0,FR
FR001400LGI6,FR
IE00BGGJJB67,FR
LU1733247230,EN
LU1291102447,EN
LU1769942407,EN
IE00BFNM3G45,EN
IE00BFNM3B99,EN
IE00B6SPMN59,EN
IE00BFXR5W90,EN
LU0393798565,EN
IE0005TS9CE1,EN
IE000LP4A034,EN
IE0002RD3216,EN
IE000MDAH467,EN
IE000EPMENA8,EN
IE0004AVHXI6,EN
IE000UVHNVP4,EN
IE000CBHEUM2,EN
FR001400LDG7,EN
FR001400LDC6,EN
LU1396459957,EN
IE0003821877,EN
IE00B53H0131,EN
IE00BK5BR626,EN
IE00BGYWT403,EN
LU0290357929,EN
FR001400LSR2,EN
FR001400KNC7,EN
FR001400KNK0,EN
FR001400LGI6,EN
IE00BGGJJB67,EN
FR0000291239,EN
XS2643907707,EN
XS2691106277,EN
XS2692280675,EN
FR0010213355,EN
FR001400JDF3,EN
XS2689023179,EN
FR001400CGR6,EN
XS2628004231,EN
FRSG000149P0,EN
FRSG000149Q8,EN
XS2638604970,EN
XS2638604202,EN
FR1459AB0217,EN
FR0007075122,EN
LU1681048804,EN
XS2650765139,EN
FR001400LSQ4,EN
FR001400LSS0,EN
FR0000291239,FR
XS2643907707,FR
XS2691106277,FR
XS2692280675,FR
FR0010213355,FR
FR001400JDF3,FR
XS2689023179,FR
FR001400CGR6,FR
XS2628004231,FR
FRSG000149P0,FR
FRSG000149Q8,FR
XS2638604970,FR
XS2638604202,FR
FR1459AB0217,FR
FR0007075122,FR
LU1681048804,FR
XS2650765139,FR
FR001400LSQ4,FR
FR001400LSS0,FR
DE000UL4AUU8,FR
XS2619373959,FR
FR001400K1W3,FR
DE000UL6ALY4,FR
DE000UL4AUU8,EN
XS2619373959,EN
FR001400K1W3,EN
DE000UL6ALY4,EN
FR0010321802,ES
FR0000292278,ES
FR0013473568,ES
FR001400LRT0,ES
IE00BK017F69,ES
LU0235308482,ES
LU0278453476,ES
LU0063729296,ES
LU0319688791,ES
LU1161527038,ES
FR0010697482,ES
FR0013030061,ES
LU1103207525,ES
LU0238205289,ES
LU0251130802,ES
LU0107852195,ES
LU0194732953,ES
LU0210533500,ES
LU0289470113,ES
LU0853555463,ES
LU0853555380,ES
FR0010750877,ES
LU1137258932,ES
LU0538387076,ES
LU1023727867,ES
LU0979137147,ES
LU1115951946,ES
LU1023728758,ES
LU0132601682,ES
FR0000003196,ES
IE00BYV1RN13,ES
LU0075938133,ES
BE0943877671,ES
IE00B11XZ988,ES
IE00B4LXFK01,ES
LU0106258311,ES
LU0152980495,ES
FR0010460493,ES
LU0122614208,ES
LU0569862351,ES
FR0007076971,ES
