CODE_ISIN,CODE_LANGUE
LU0224105477,ES
LU0212925753,ES
LU0122379950,ES
LU0562822386,ES
LU0278466700,ES
LU0072462426,ES
LU0217402501,ES
FR0011550185,ES
LU1664648208,ES
IE00B4Z6HC18,ES
LU0132412106,ES
LU0011963245,ES
LU0476876759,ES
LU0498184596,ES
LU0011963674,ES
LU0396314238,ES
FR0010321810,ES
LU0572586591,ES
LU0256839274,ES
LU0857590862,ES
FR0000017329,ES
LU0236501697,ES
FR0010188383,ES
LU0945155991,ES
LU0119085271,ES
LU0319685854,ES
LU0568607203,ES
LU0347592197,ES
LU0557858130,ES
LU0389811372,ES
LU0442407853,ES
LU0433182416,ES
LU0565135745,ES
LU0390717543,ES
LU0568583008,ES
LU0568583933,ES
LU0557866588,ES
LU0201575346,ES
LU0755949848,ES
FR0013123809,ES
FR0010267476,ES
LU0184627536,ES
LU0316218527,ES
LU0072462186,ES
FR0010174144,ES
LU0238690555,ES
LU0171301533,ES
LU0124384867,ES
LU0171307068,ES
LU0589470326,ES
LU0171289902,ES
LU0255977455,ES
FR0010668145,ES
LU1279613951,ES
FR0013073731,ES
LU0272941971,ES
LU1073905967,ES
LU1295552621,ES
FR0010149120,ES
FR0010149179,ES
LU0318931192,ES
IE0004766675,ES
FR0010097667,ES
LU1291158233,ES
FR0010836163,ES
FR0010917658,ES
LU0108459040,ES
FR0007054358,ES
FR0010058008,ES
LU1481483334,ES
LU0641745681,ES
LU0284396016,ES
FR0011645621,ES
FR0000444275,ES
LU0357130854,ES
FR0010859769,ES
FR0010321828,ES
LU0332315638,ES
LU1244893696,ES
FR0013219243,ES
LU0992632538,ES
LU1102960371,ES
FR0013197605,ES
FR0013210887,ES
FR0010177998,ES
LU0690375182,ES
LU0238202427,ES
LU0251127410,ES
LU0261946445,ES
LU0594300179,ES
FR0000008674,ES
LU0922334643,ES
LU0261948227,ES
LU0261947096,ES
GB0033874214,ES
LU0260870158,ES
LU0122613655,ES
LU0251131958,ES
LU0261950470,ES
LU0048167497,ES
LU0231490524,ES
LU0566486402,ES
FR0011443233,ES
FR0011443001,ES
LU0070992663,ES
LU0572952280,ES
LU0046217351,ES
LU0127786431,ES
LU1093756242,ES
LU0503253931,ES
LU0119750205,ES
LU0028118809,ES
IE00B6R52143,ES
IE00B6R52036,ES
IE00B5BMR087,ES
LU0244270301,ES
LU0095938881,ES
LU0522352946,ES
LU0210529144,ES
LU0208853274,ES
LU0117841949,ES
LU0210527015,ES
LU0880062913,ES
LU0260085492,ES
FR0010320366,ES
IE00BYN5TY60,ES
FR0010315770,ES
FR0000448987,ES
IE00BKVBJH15,ES
LU0411704413,ES
FR0010156604,ES
LU1434526460,ES
FR0013515970,ES
FR0014008207,ES
FR0010148981,ES
FR0010147603,ES
FR0010135103,ES
LU0099161993,ES
FR0010032573,ES
FR0007450002,ES
LU1248400076,ES
FR0012300374,ES
LU1989765471,ES
FR0010097683,ES
XS2277927872,ES
LU2698960866,ES
LU0380865021,ES
FR0010016477,ES
LU1907595398,ES
LU0284394235,ES
LU0641745921,ES
LU0273164847,ES
LU0507265923,ES
FR0010491803,ES
FR0013488244,ES
FR0014008W63,ES
LU2038611765,ES
FR001400JGG4,ES
FR001400JGB5,ES
FR0011034495,ES
FR001400LZQ9,ES
IE00BLP5S460,ES
IE00BD1DJ122,ES
LU0204988207,ES
FR0010341800,ES
LU0090689299,ES
LU0104884860,ES
LU0217139020,ES
FR0007050570,ES
FR0011640986,ES
FR0000295230,ES
FR0007045737,ES
LU0510167009,ES
LU0226953718,ES
LU0320896664,ES
LU0244354667,ES
LU0935229400,ES
GB00B0119933,ES
FR0010431015,ES
FR0010259994,ES
FR0010260000,ES
FR0000988503,ES
FR0013076452,ES
FR0010349977,ES
LU0229940001,ES
LU0094040077,ES
LU0122613903,ES
FR0007075494,ES
FR0010588343,ES
LU0723564463,ES
FR0012881043,ES
LU0073503921,ES
FR0010411884,ES
IE00BFZPF546,ES
IE00B4L5Y983,ES
FR0011169341,ES
FR0013259231,ES
FR0013323730,ES
FR0010242461,ES
FR0011037894,ES
FR0010458190,ES
FR001400K5L7,ES
LU1391858039,ES
LU1391857908,ES
LU0115773425,ES
LU1892829315,ES
LU0945775517,ES
LU0594300096,ES
FR001400IF09,ES
FRSG000143P3,ES
XS2699598434,ES
IE00BHZRR147,ES
FR0010657601,ES
LU0260870661,ES
LU0294221097,ES
LU0109391861,ES
FR0010626796,ES
IE00B56X5F76,ES
FR0013531365,ES
FR0013531357,ES
FR0010902726,ES
LU0912261624,ES
LU0165128348,ES
FR001400I4I0,ES
LU1073919679,ES
LU0243956348,ES
LU0243957239,ES
LU0432616737,ES
IE00BHZPJ569,ES
IE00BHZPJ783,ES
IE00BQT3WG13,ES
IE00BGL86Z12,ES
IE00BHZPJ015,ES
IE00BYZK4776,ES
IE00BYZK4669,ES
IE00BG0J4C88,ES
IE00BP3QZ601,ES
IE00B52VJ196,ES
LU2061939646,ES
LU0256064774,ES
LU0740858229,ES
LU0432979960,ES
FR0000980427,ES
FR0013439478,ES
FR0013439817,ES
FR0013439403,ES
FR0010858498,ES
GB00BKGR3H21,ES
LU1012219207,ES
IE00BF0M6N54,ES
FR0050000977,ES
IE00B19Z6F94,ES
LU1792117340,ES
LU1792117696,ES
LU1769088581,ES
LU1691909508,ES
LU1841613463,ES
FR0011882364,ES
LU0533032008,ES
LU1834988781,ES
LU0533033667,ES
FR0013346681,ES
LU1190418134,ES
LU0539466150,ES
IE00B61N8946,ES
LU0812607454,ES
LU0985424349,ES
IE00B8V74V41,ES
FR0014009BP1,ES
FR0011351626,ES
GB0030932676,ES
GB00B1H05155,ES
LU0914729966,ES
LU1623119218,ES
LU0552643339,ES
LU1911611140,ES
FR0010696369,ES
FR0010400762,ES
FR0013083680,ES
LU0568620560,ES
LU0568621618,ES
LU0161687693,ES
LU1391858385,ES
LU1506378568,ES
LU1391857817,ES
LU0979136255,ES
LU1391858112,ES
LU1391859516,ES
LU0844168194,ES
LU0859660069,ES
LU0512092221,ES
LU0694238766,ES
LU0073233958,ES
LU0073232471,ES
LU1781541179,ES
IE00B3MB7B14,ES
LU2564068026,ES
FR0014000881,ES
LU1951202693,ES
LU1335435464,ES
LU2169557654,ES
FR0010678359,ES
IE00BVYJ5W68,ES
IE00B12VW672,ES
FR0000970972,ES
IE00BYXVX196,ES
IE00BZ0GCL74,ES
FR0010734491,ES
FR0007064134,ES
FR0000980989,ES
FR0010574434,ES
FR0011170182,ES
FR0000945180,ES
FR0010564351,ES
FR0011381227,ES
FR0000011074,ES
LU0256840447,ES
GB0003501581,ES
IE00B9DCSJ09,ES
FR001400M1Y7,ES
FR001400M113,ES
XS2517243346,ES
XS2593761658,ES
LU0128494944,ES
LU0280430405,ES
LU0503631557,ES
LU0128498267,ES
IE00B84J9L26,ES
IE00B11XZB05,ES
IE00B11XZ103,ES
LU2261172451,ES
FR0014005AW7,ES
FR0011349901,ES
FR0011243393,ES
FR0010897199,ES
FR0010786350,ES
FR0000098006,ES
FR0010912915,ES
FR0012300739,ES
FR0010906305,ES
FR001400IBK9,ES
XS2516343196,ES
FR2CIBFS1837,ES
LU0209860427,ES
LU1811861431,ES
LU0203975437,ES
LU0474363974,ES
LU0434928536,ES
FR0010237503,ES
LU1100077103,ES
LU1100076550,ES
FR0011261197,ES
FR2CIBFS1589,ES
FR0010505578,ES
LU2080993616,ES
IE00B7KFL990,ES
FR0050000829,ES
FR0050000837,ES
FR0013381035,ES
FR0050000100,ES
FR0050000423,ES
FR0050000688,ES
FR00140009Z9,ES
FR0013535481,ES
FR0013535390,ES
FR0013535523,ES
FR0013535549,ES
FR0014000QG7,ES
FR0000000085,ES
FR0050000431,ES
FR0050000449,ES
FR0050000456,ES
FR0011362094,ES
FR001400HZX3,ES
FR0011584416,ES
FR0007040373,ES
LU1882445643,ES
LU1622150198,ES
LU1883868819,ES
LU1883303635,ES
LU1880401523,ES
LU1894683009,ES
FR0013329828,ES
FR0010173237,ES
LU0482270153,ES
LU0162658883,ES
FR0011445436,ES
LU1530899142,ES
LU1683285164,ES
LU1694789451,ES
LU0284395638,ES
LU1907594748,ES
LU1881477472,ES
BE6297703751,ES
FR0013406691,ES
LU1819480192,ES
LU1331971769,ES
LU1345484874,ES
LU1303741661,ES
IE00BFY85L07,ES
FR0013291879,ES
LU1902443420,ES
LU1074970481,ES
LU0432979614,ES
LU0292454872,ES
FR0013268356,ES
IE00BC9S3Z47,ES
LU0812608262,ES
LU1536788638,ES
LU1670710075,ES
LU1670722161,ES
LU1670711040,ES
LU1582988058,ES
LU1670724373,ES
LU0914733059,ES
LU1670725347,ES
LU1278756934,ES
LU1648217575,ES
LU1693821826,ES
LU1958314913,ES
LU2108470142,ES
LU1648219605,ES
LU0149084633,ES
LU1648217229,ES
FR0011600410,ES
LU0935227537,ES
IE00BF2F6G53,ES
LU0823421689,ES
LU0503631714,ES
LU0366534344,ES
LU0270904781,ES
LU0366536984,ES
LU0340559557,ES
IE00B3QDMK77,ES
LU1396459015,ES
LU1183791794,ES
LU1301026388,ES
LU0503634221,ES
LU1991167542,ES
FR001400JVR0,ES
FR001400JN81,ES
LU0068578508,ES
FR0000003964,ES
IE00B7452L46,ES
LU0548153104,ES
LU0170475312,ES
LU2147879543,ES
FR001400LRS2,ES
FR0007072160,ES
XS2516343279,ES
LU0569862609,ES
IE00BZ2GV965,ES
FR001400FS23,ES
IE00BYWQWR46,ES
IE00BG47K971,ES
FR0010289827,ES
FR0010078279,ES
FR0007371810,ES
FR0013299047,ES
FR0007465083,ES
FR0013379054,ES
FR0013522927,ES
FR001400IGX1,ES
FR001400IGZ6,ES
LU1074026086,ES
IE00BHBFD143,ES
IE00BJGWQN72,ES
LU0292109187,ES
LU1303940784,ES
FR0000423527,ES
LU0171305526,ES
LU0172157280,ES
LU0122376428,ES
FR0010027623,ES
FR0010298596,ES
LU0266117414,ES
IE0004307934,ES
LU0147944259,ES
LU0935231216,ES
IE00B44F1J46,ES
FR0000299356,ES
FR0000292302,ES
FR0011537653,ES
FR0000990095,ES
IE00B441G979,ES
LU0908500753,ES
FR0010429068,ES
FR0011363423,ES
LU1829221024,ES
FR0010361279,ES
FR0010194464,ES
FR0010540906,ES
FR0010541086,ES
FR0010541094,ES
FR0010233270,ES
FR0010541193,ES
FR0010540831,ES
FR0011482074,ES
FR0010540856,ES
FR0010241281,ES
FR0010501684,ES
FR0010541284,ES
FR0011443886,ES
FR0010541425,ES
FR0010148346,ES
FR0007051040,ES
FR001400JLJ8,ES
FR001400JOE3,ES
FR0012333219,ES
FR0010058529,ES
LU0469266505,ES
FR0011387299,ES
LU0469268469,ES
FR0013085024,ES
FR0007061379,ES
FR0010829697,ES
FR0013251816,ES
LU0658026942,ES
FR0013222403,ES
FR0010158048,ES
FR0010863688,ES
FR0011637115,ES
FR0012951101,ES
FR0011153014,ES
FR0000438905,ES
FR0012817567,ES
FR0010028704,ES
FR0013430576,ES
FR0000448953,ES
FR0013300910,ES
FR0000974149,ES
LU1992133188,ES
LU1883335322,ES
FR0010230474,ES
LU1781541252,ES
LU1437017350,ES
IE000QQ8Z0D8,ES
IE0006IP4XZ8,ES
LU0568620990,ES
FR0010286013,ES
FR0011199371,ES
FR0010611293,ES
FR001400I103,ES
LU1536921650,ES
FR0000979155,ES
LU0658026603,ES
FR0000978371,ES
LU1157401305,ES
LU0251661756,ES
LU0164100710,ES
LU1876459212,ES
FR0000288946,ES
LU0132414144,ES
IE00B8J38129,ES
LU0119133188,ES
LU0568615057,ES
LU0518421895,ES
LU0616241476,ES
LU0119099819,ES
LU0201576401,ES
LU0119110723,ES
LU0319688015,ES
LU0800597873,ES
LU0292585626,ES
LU0266009793,ES
LU0292585030,ES
FR0010321802,NL
FR0000292278,NL
FR0013473568,NL
FR001400LRT0,NL
IE00BK017F69,NL
LU0235308482,NL
LU0278453476,NL
LU0063729296,NL
LU0319688791,NL
LU1161527038,NL
FR0010697482,NL
FR0013030061,NL
LU1103207525,NL
LU0238205289,NL
LU0251130802,NL
LU0107852195,NL
LU0194732953,NL
LU0210533500,NL
LU0289470113,NL
LU0853555463,NL
LU0853555380,NL
FR0010750877,NL
LU1137258932,NL
LU0538387076,NL
LU1023727867,NL
LU0979137147,NL
LU1115951946,NL
LU1023728758,NL
LU0132601682,NL
FR0000003196,NL
IE00BYV1RN13,NL
LU0075938133,NL
BE0943877671,NL
IE00B11XZ988,NL
IE00B4LXFK01,NL
LU0106258311,NL
LU0152980495,NL
FR0010460493,NL
LU0122614208,NL
LU0569862351,NL
FR0007076971,NL
LU0224105477,NL
LU0212925753,NL
LU0122379950,NL
LU0171310443,NL
LU0562822386,NL
LU0278466700,NL
LU0072462426,NL
LU0217402501,NL
FR0011550185,NL
LU1664648208,NL
IE00B4Z6HC18,NL
LU0132412106,NL
LU0011963245,NL
LU0476876759,NL
LU0498184596,NL
LU0011963674,NL
LU0396314238,NL
FR0010321810,NL
LU0572586591,NL
LU0256839274,NL
LU0857590862,NL
FR0000017329,NL
LU0236501697,NL
FR0010188383,NL
LU0945155991,NL
LU0119085271,NL
LU0319685854,NL
LU0568607203,NL
LU0347592197,NL
LU0557858130,NL
LU0389811372,NL
LU0442407853,NL
LU0433182416,NL
LU0565135745,NL
LU0390717543,NL
LU0568583008,NL
LU0568583933,NL
LU0557866588,NL
LU0201575346,NL
LU0755949848,NL
FR0013123809,NL
FR0010267476,NL
LU0184627536,NL
LU0316218527,NL
LU0072462186,NL
FR0010174144,NL
LU0238690555,NL
LU0171301533,NL
LU0124384867,NL
LU0171307068,NL
LU0589470326,NL
LU0171289902,NL
LU0255977455,NL
FR0010668145,NL
LU1279613951,NL
FR0013073731,NL
LU0272941971,NL
LU1073905967,NL
LU1295552621,NL
FR0010149120,NL
FR0010149179,NL
LU0318931192,NL
IE0004766675,NL
FR0010097667,NL
LU1291158233,NL
FR0010836163,NL
FR0010917658,NL
LU0108459040,NL
FR0007054358,NL
FR0010058008,NL
LU1481483334,NL
LU0641745681,NL
LU0284396016,NL
FR0011645621,NL
FR0000444275,NL
LU0357130854,NL
FR0010859769,NL
FR0010321828,NL
LU0332315638,NL
LU1244893696,NL
FR0013219243,NL
LU0992632538,NL
LU1102960371,NL
FR0013197605,NL
FR0013210887,NL
FR0010177998,NL
LU0690375182,NL
LU0238202427,NL
LU0251127410,NL
LU0261946445,NL
LU0594300179,NL
FR0000008674,NL
LU0922334643,NL
LU0261948227,NL
LU0261947096,NL
GB0033874214,NL
LU0260870158,NL
LU0122613655,NL
LU0251131958,NL
LU0261950470,NL
LU0048167497,NL
LU0231490524,NL
LU0566486402,NL
FR0011443233,NL
FR0011443001,NL
LU0070992663,NL
LU0572952280,NL
LU0046217351,NL
LU0127786431,NL
LU1093756242,NL
LU0503253931,NL
LU0119750205,NL
LU0028118809,NL
IE00B6R52143,NL
IE00B6R52036,NL
IE00B5BMR087,NL
LU0244270301,NL
LU0095938881,NL
LU0522352946,NL
LU0210529144,NL
LU0208853274,NL
LU0117841949,NL
LU0210527015,NL
LU0880062913,NL
LU0260085492,NL
FR0010320366,NL
IE00BYN5TY60,NL
FR0010315770,NL
IE00BKVBJH15,NL
LU0411704413,NL
FR0010156604,NL
LU1434526460,NL
FR0013515970,NL
FR0014008207,NL
FR0010148981,NL
FR0010147603,NL
FR0010135103,NL
LU0099161993,NL
FR0010032573,NL
FR0007450002,NL
LU1248400076,NL
FR0000984254,NL
FR0012300374,NL
LU1989765471,NL
FR0010097683,NL
XS2277927872,NL
LU2698960866,NL
LU0380865021,NL
FR0010016477,NL
LU1907595398,NL
LU0284394235,NL
LU0641745921,NL
LU0273164847,NL
LU0507265923,NL
FR0010491803,NL
FR0013488244,NL
FR0014008W63,NL
LU2038611765,NL
FR001400IPS2,NL
FR001400JGG4,NL
FR001400JGB5,NL
FR0011034495,NL
FR001400LZQ9,NL
IE00BLP5S460,NL
IE00BD1DJ122,NL
LU0204988207,NL
FR0010341800,NL
LU0090689299,NL
LU0104884860,NL
LU0217139020,NL
FR0007050570,NL
FR0011640986,NL
FR0000295230,NL
FR0007045737,NL
LU0510167009,NL
LU0226953718,NL
LU0320896664,NL
LU0244354667,NL
LU0935229400,NL
GB00B0119933,NL
FR0010431015,NL
FR0010259994,NL
FR0010260000,NL
FR0000988503,NL
FR0013076452,NL
FR0010349977,NL
LU0229940001,NL
LU0094040077,NL
LU0122613903,NL
FR0007075494,NL
FR0010588343,NL
LU0723564463,NL
FR0012881043,NL
LU0073503921,NL
FR0010411884,NL
IE00BFZPF546,NL
IE00B4L5Y983,NL
FR0011169341,NL
FR0013259231,NL
FR0013323730,NL
FR0010242461,NL
FR0011037894,NL
FR0010458190,NL
FR001400K5L7,NL
LU1391858039,NL
LU1391857908,NL
LU0115773425,NL
LU1892829315,NL
LU0945775517,NL
LU0594300096,NL
FR001400IF09,NL
FRSG000143P3,NL
XS2699598434,NL
IE00BHZRR147,NL
FR0010657601,NL
LU0260870661,NL
LU0294221097,NL
LU0109391861,NL
FR0010626796,NL
IE00B56X5F76,NL
LU1472581609,NL
FR0013531365,NL
FR0013531357,NL
FR0010902726,NL
LU0912261624,NL
LU0708055370,NL
LU0165128348,NL
FR001400I4I0,NL
LU1832174962,NL
LU1073919679,NL
LU0243956348,NL
LU0243957239,NL
LU0432616737,NL
IE00BHZPJ569,NL
IE00BHZPJ783,NL
IE00BQT3WG13,NL
IE00BGL86Z12,NL
IE00BHZPJ015,NL
IE00BYZK4776,NL
IE00BYZK4669,NL
IE00BG0J4C88,NL
IE00BP3QZ601,NL
IE00B52VJ196,NL
LU2061939646,NL
LU0256064774,NL
LU0740858229,NL
LU0432979960,NL
FR0000980427,NL
FR0013439478,NL
FR0013439817,NL
FR0013439403,NL
FR0010858498,NL
GB00BKGR3H21,NL
LU1012219207,NL
FR0013418688,NL
IE00BF0M6N54,NL
FR0050000977,NL
IE00B19Z6F94,NL
LU1792117340,NL
LU1792117696,NL
LU1769088581,NL
LU1691909508,NL
LU1841613463,NL
FR0011882364,NL
LU0533032008,NL
LU1834988781,NL
LU0533033667,NL
FR0013346681,NL
LU1190418134,NL
LU0539466150,NL
IE00B61N8946,NL
LU0812607454,NL
LU0985424349,NL
IE00B8V74V41,NL
FR0014009BP1,NL
FR0011351626,NL
GB0030932676,NL
GB00B1H05155,NL
LU0914729966,NL
LU1623119218,NL
LU0552643339,NL
LU1911611140,NL
FR0010696369,NL
FR0010400762,NL
FR0013083680,NL
LU0568620560,NL
LU0568621618,NL
LU0161687693,NL
LU1391858385,NL
LU1506378568,NL
LU1391857817,NL
LU0979136255,NL
LU1391858112,NL
LU1391859516,NL
LU0844168194,NL
LU0859660069,NL
LU0512092221,NL
LU0694238766,NL
LU0073233958,NL
LU0073232471,NL
LU1781541179,NL
IE00B3MB7B14,NL
LU2564068026,NL
FR0014000881,NL
LU1951202693,NL
LU1335435464,NL
LU2169557654,NL
FR0010678359,NL
FR0011563535,NL
IE00BVYJ5W68,NL
IE00B12VW672,NL
FR0000970972,NL
IE00BYXVX196,NL
IE00BZ0GCL74,NL
FR0010734491,NL
FR0007064134,NL
FR0000980989,NL
FR001400C7W0,NL
FR0010574434,NL
FR0011170182,NL
FR0000945180,NL
FR0010564351,NL
FR0011381227,NL
FR0000011074,NL
LU0256840447,NL
GB0003501581,NL
IE00B9DCSJ09,NL
FR001400LDG7,NL
FR001400LDC6,NL
FR001400IOS5,NL
FR001400IPV6,NL
FR001400M1Y7,NL
FR001400M113,NL
XS2517243346,NL
XS2678870556,NL
XS2593761658,NL
LU0128494944,NL
LU0280430405,NL
LU0503631557,NL
LU0128498267,NL
IE00B84J9L26,NL
IE00B11XZB05,NL
IE00B11XZ103,NL
LU2261172451,NL
FR0014005AW7,NL
FR0011349901,NL
FR0011243393,NL
FR0010897199,NL
FR0010786350,NL
FR0000098006,NL
FR0010912915,NL
FR0012300739,NL
FR0010906305,NL
FR001400BU98,NL
FR001400IBK9,NL
XS2516343196,NL
FR2CIBFS1837,NL
LU0209860427,NL
LU1811861431,NL
LU0203975437,NL
LU0474363974,NL
LU0434928536,NL
FR0010237503,NL
LU1100077103,NL
LU1100076550,NL
FR0011261197,NL
FR2CIBFS1589,NL
FR0010505578,NL
LU2080993616,NL
IE00B7KFL990,NL
FR0050000829,NL
FR0050000837,NL
FR0013381035,NL
FR0050000100,NL
FR0050000423,NL
FR0050000688,NL
FR00140009Z9,NL
FR0013535481,NL
FR0013535390,NL
FR0013535523,NL
FR0013535549,NL
FR0014000QG7,NL
FR0000000085,NL
FR0050000431,NL
FR0050000449,NL
FR0050000456,NL
FR0011362094,NL
FR001400HZX3,NL
FR0011584416,NL
FR0007040373,NL
LU1882445643,NL
LU1622150198,NL
LU1883868819,NL
LU1883303635,NL
LU1880401523,NL
LU1894683009,NL
FR0013329828,NL
FR0010173237,NL
LU0482270153,NL
LU0162658883,NL
FR0011445436,NL
LU1530899142,NL
LU1683285164,NL
LU1694789451,NL
LU0284395638,NL
LU1907594748,NL
LU1881477472,NL
BE6297703751,NL
FR0013406691,NL
LU1819480192,NL
LU1331971769,NL
LU1345484874,NL
LU1303741661,NL
IE00BFY85L07,NL
FR0013291879,NL
LU1902443420,NL
LU1074970481,NL
LU0432979614,NL
LU0292454872,NL
FR0013268356,NL
IE00BC9S3Z47,NL
LU0812608262,NL
LU1536788638,NL
LU1670710075,NL
LU1670722161,NL
LU1670711040,NL
LU1582988058,NL
LU1670724373,NL
LU0914733059,NL
LU1670725347,NL
LU1278756934,NL
LU1648217575,NL
LU1693821826,NL
LU1958314913,NL
LU2108470142,NL
LU1648219605,NL
LU0149084633,NL
LU1648217229,NL
FR0011600410,NL
LU0935227537,NL
IE00BF2F6G53,NL
LU0823421689,NL
LU0503631714,NL
LU0366534344,NL
LU0270904781,NL
LU0366536984,NL
LU0340559557,NL
IE00B3QDMK77,NL
LU1396459015,NL
LU1183791794,NL
LU1301026388,NL
LU0503634221,NL
LU1991167542,NL
FR001400JVR0,NL
FR001400JN81,NL
LU0068578508,NL
FR0000003964,NL
IE00B7452L46,NL
LU0548153104,NL
LU0170475312,NL
LU2147879543,NL
FR001400LRS2,NL
FR0007072160,NL
XS2516343279,NL
XS2630626989,NL
LU0569862609,NL
IE00BZ2GV965,NL
FR001400FS23,NL
IE00BYWQWR46,NL
IE00BG47K971,NL
FR0010289827,NL
FR0010078279,NL
FR0007371810,NL
FR0013299047,NL
FR0007465083,NL
FR0013379054,NL
FR0013522927,NL
FR001400IGX1,NL
FR001400IGZ6,NL
LU1612360716,NL
LU1074026086,NL
IE00BHBFD143,NL
IE00BJGWQN72,NL
LU0292109187,NL
FR0000448987,NL
LU1303940784,NL
FR0000423527,NL
LU0171305526,NL
LU0172157280,NL
LU0122376428,NL
FR0010027623,NL
FR0010298596,NL
LU0266117414,NL
IE0004307934,NL
LU0147944259,NL
LU0935231216,NL
IE00B44F1J46,NL
FR0000299356,NL
FR0000292302,NL
FR0011537653,NL
FR0000990095,NL
IE00B441G979,NL
LU0908500753,NL
FR0010429068,NL
FR0011363423,NL
LU1829221024,NL
FR0010361279,NL
FR0010194464,NL
FR0010540906,NL
FR0010541086,NL
FR0010541094,NL
FR0010233270,NL
FR0010541193,NL
FR0010540831,NL
FR0011482074,NL
FR0010540856,NL
FR0010241281,NL
FR0010501684,NL
FR0010541284,NL
FR0011443886,NL
FR0010541425,NL
FR0010148346,NL
FR0007051040,NL
FR001400JLJ8,NL
FR001400JOE3,NL
FR001400LSR2,NL
FR0012333219,NL
FR0010058529,NL
LU0469266505,NL
FR0011387299,NL
LU0469268469,NL
FR0013085024,NL
FR0007061379,NL
FR0010829697,NL
FR0013251816,NL
LU0658026942,NL
FR0013222403,NL
FR0010158048,NL
FR0010863688,NL
FR0011637115,NL
FR0012951101,NL
FR0011153014,NL
FR0000438905,NL
FR0012817567,NL
FR0010028704,NL
FR0013430576,NL
FR0000448953,NL
FR0013300910,NL
FR0000974149,NL
LU1992133188,NL
LU1883335322,NL
FR0010230474,NL
LU1781541252,NL
LU1437017350,NL
IE000QQ8Z0D8,NL
IE0006IP4XZ8,NL
LU0568620990,NL
FR0010286013,NL
FR0011199371,NL
FR0010611293,NL
FR001400I103,NL
FR001400KNC7,NL
FR001400KNK0,NL
FR001400LGI6,NL
LU1536921650,NL
FR0000979155,NL
LU0658026603,NL
FR0000978371,NL
LU1157401305,NL
LU0251661756,NL
LU0164100710,NL
LU1876459212,NL
FR0000288946,NL
LU0132414144,NL
IE00B8J38129,NL
LU0119133188,NL
LU0568615057,NL
LU0518421895,NL
LU0616241476,NL
LU0119099819,NL
LU0201576401,NL
LU0119110723,NL
LU0319688015,NL
LU0800597873,NL
LU0292585626,NL
LU0266009793,NL
LU0292585030,NL
FR001400BU98,FR
FR001400BU98,EN
XS2604959093,NL
XS2604959176,NL
FR001400LSQ4,NL
FR001400LSS0,NL
IE00B3Q8G881,NL
LU1429558221,NL
LU2564067051,NL
XS2567542662,NL
LU0337098114,NL
IE00B3Q8G881,FR
LU1429558221,FR
LU2564067051,FR
XS2567542662,FR
LU0337098114,FR
IE00B3Q8G881,EN
LU1429558221,EN
LU2564067051,EN
XS2567542662,EN
LU0337098114,EN
